global_key,conf_key,year,publisher,title,link
mobicom,conf/mobicom/2009coronet,2009,ACM,"Proceedings of the 2009 ACM Workshop on Cognitive Radio Networks, CoRoNet 2009, Beijing, China, September 21, 2009",\N
mobicom,conf/mobicom/2009vanet,2009,ACM,"Proceedings of the Sixth International Workshop on Vehicular Ad Hoc Networks, VANET 2009, Beijing, China, September 25, 2009",\N
mobicom,conf/mobicom/2010,2010,ACM,"Proceedings of the 16th Annual International Conference on Mobile Computing and Networking, MOBICOM 2010, Chicago, Illinois, USA, September 20-24, 2010",\N
mobicom,conf/mobicom/2010chants,2010,ACM,"Proceedings of the 5th ACM workshop on Challenged networks, CHANTS@MOBICOM 2010, Chicago, IL, USA, September 20-24, 2010",http://doi.acm.org/10.1145/1859934
mobicom,conf/mobicom/2010s3,2010,ACM,"Proceedings of the 2010 ACM workshop on Wireless of the students, by the students, for the students, S3@MOBICOM 2010, Chicago, IL, USA, September 20-24, 2010",http://doi.acm.org/10.1145/1860039
mobicom,conf/mobicom/2010vanet,2010,ACM,"Proceedings of the Seventh International Workshop on Vehicular Ad Hoc Networks, VANET 2010, Chicago, IL, USA, September 24, 2010",\N
mobicom,conf/mobicom/2011,2011,ACM,"Proceedings of the 17th Annual International Conference on Mobile Computing and Networking, MOBICOM 2011, Las Vegas, Nevada, USA, September 19-23, 2011",\N
mobicom,conf/mobicom/2011chants,2011,ACM,"Proceedings of the 6th ACM workshop on Challenged networks, CHANTS@MOBICOM 2011, Las Vegas, NV, USA, September 19-23, 2011",http://doi.acm.org/10.1145/2030652
mobicom,conf/mobicom/2011s3,2011,ACM,"Proceedings of the 3rd ACM workshop on Wireless of the students, by the students, for the students, S3@MOBICOM 2011, Las Vegas, NV, USA, September 19 - 23, 2011",http://doi.acm.org/10.1145/2030686
mobicom,conf/mobicom/2011vanet,2011,ACM,"Proceedings of the Eighth International Workshop on Vehicular Ad Hoc Networks, VANET 2011, Las Vegas, NV, USA, September 1, 2011",\N
mobicom,conf/mobicom/2012,2012,ACM,"The 18th Annual International Conference on Mobile Computing and Networking, Mobicom'12, Istanbul, Turkey, August 22-26, 2012",http://dl.acm.org/citation.cfm?id=2348543
mobicom,conf/mobicom/2012chants,2012,ACM,"Proceedings of the seventh ACM international workshop on Challenged networks, CHANTS@MOBICOM 2012, Istanbul, Turkey, August 22-26, 2012",http://doi.acm.org/10.1145/2348616
mobicom,conf/mobicom/2013,2013,ACM,"The 19th Annual International Conference on Mobile Computing and Networking, MobiCom'13, Miami, FL, USA, September 30 - October 04, 2013",http://dl.acm.org/citation.cfm?id=2500423
mobicom,conf/mobicom/2013chants,2013,ACM,"Proceedings of the 8th ACM MobiCom Workshop on Challenged Networks, CHANTS 2013, Miami, Florida, USA, September 30, 2013",http://doi.acm.org/10.1145/2505494
mobicom,conf/mobicom/2013crab,2013,ACM,"Proceedings of the 1st ACM workshop on Cognitive radio architectures for broadband, CRAB@MobiCom 2013, Miami, Florida, USA, October 4, 2013",http://doi.acm.org/10.1145/2508478
mobicom,conf/mobicom/2013lcdnet,2013,ACM,"Proceedings of the 2013 ACM MobiCom workshop on Lowest cost denominator networking for universal access, LCDNet@MobiCom 2013, Miami, Florida, USA, September 30, 2013",http://doi.acm.org/10.1145/2502880
mobicom,conf/mobicom/2013misenet,2013,ACM,"Proceedings of the 2nd ACM annual international workshop on Mission-oriented wireless sensor networking, MiSeNet@MobiCom 2013, Miami, Florida, USA, October 4, 2013",http://doi.acm.org/10.1145/2509338
mobicom,conf/mobicom/2013wintech,2013,ACM,"Proceedings of the 8th ACM International Workshop on Wireless Network Testbeds, Experimental Evaluation & Characterization, WiNTECH 2013, Miami, Florida, USA, September 30, 2013",http://doi.acm.org/10.1145/2505469
mobicom,conf/mobicom/2014,2014,ACM,"The 20th Annual International Conference on Mobile Computing and Networking, MobiCom'14, Maui, HI, USA, September 7-11, 2014",http://dl.acm.org/citation.cfm?id=2639108
mobicom,conf/mobicom/2014chants,2014,ACM,"Proceedings of the 9th ACM MobiCom workshop on Challenged networks, CHANTS '14, Maui, Hawaii, USA, September 7, 2014",http://doi.acm.org/10.1145/2645672
mobicom,conf/mobicom/2014hotwireless,2014,ACM,"Proceedings of the 1st ACM workshop on Hot topics in wireless, HotWireless 2014, Maui, HI, USA, September 11, 2014",http://dl.acm.org/citation.cfm?id=2643614
mobicom,conf/mobicom/2014s3,2014,ACM,"Proceedings of the 6th annual workshop on Wireless of the students, by the students, for the students, S3@MobiCom 2014, Maui, Hawaii, USA, September 7, 2014",http://doi.acm.org/10.1145/2645884
mobicom,conf/mobicom/2014spme,2014,ACM,"Proceedings of the ACM MobiCom Workshop on Security and Privacy in Mobile Environments, SPME@MobiCom 2014, Maui, Hawaii, USA, September 11, 2014",http://doi.acm.org/10.1145/2646584
mobicom,conf/mobicom/2014vlcs,2014,ACM,"Proceedings of the 1st ACM MobiCom workshop on Visible light communication systems, VLCS@MobiCom 2014, Maui, Hawaii, USA, September 7, 2014",http://doi.acm.org/10.1145/2643164
mobicom,conf/mobicom/2014wintech,2014,ACM,"Proceedings of the 9th ACM international workshop on Wireless network testbeds, experimental evaluation and characterization, WiNTECH '14, Maui, Hawaii, USA, September 7, 2014",http://doi.acm.org/10.1145/2643230
mobicom,conf/mobicom/2015,2015,ACM,"Proceedings of the 21st Annual International Conference on Mobile Computing and Networking, MobiCom 2015, Paris, France, September 7-11, 2015",http://dl.acm.org/citation.cfm?id=2789168
mobicom,conf/mobicom/2015chants,2015,ACM,"Proceedings of the 10th ACM MobiCom Workshop on Challenged Networks, CHANTS@MobiCom 2015, Paris, France, September 11, 2015",http://doi.acm.org/10.1145/2799371
mobicom,conf/mobicom/2015hotplanet,2015,ACM,"Proceedings of the 6th International Workshop on Hot Topics in Planet-Scale Measurement, HotPlanet@MobiCom 2015, Paris, France, September 7, 2015",http://doi.acm.org/10.1145/2798087
mobicom,conf/mobicom/2015hotwireless,2015,ACM,"Proceedings of the 2nd International Workshop on Hot Topics in Wireless, HotWireless@MobiCom 2015, Paris, France, September 11, 2015",http://doi.acm.org/10.1145/2799650
mobicom,conf/mobicom/2015mcs,2015,ACM,"Proceedings of the 6th International Workshop on Mobile Cloud Computing and Services, MCS@MobiCom 2015, Paris, France, September 11, 2015",http://doi.acm.org/10.1145/2802130
mobicom,conf/mobicom/2015s3,2015,ACM,"Proceedings of the 2015 Workshop on Wireless of the Students, by the Students, & for the Students, S3@MobiCom 2015, Paris, France, September 11, 2015",http://doi.acm.org/10.1145/2801694
mobicom,conf/mobicom/2015smartobjects,2015,ACM,"Proceedings of the 1st International Workshop on Experiences with the Design and Implementation of Smart Objects, SmartObjects@MobiCom 2015, Paris, France, September 7, 2015",http://doi.acm.org/10.1145/2797044
mobicom,conf/mobicom/2015srif,2015,ACM,"Proceedings of the 2015 Workshop on Software Radio Implementation Forum, SRIF@MobiCom 2015, Paris, France, September 7, 2015",http://doi.acm.org/10.1145/2801676
mobicom,conf/mobicom/2015vlcs,2015,ACM,"Proceedings of the 2nd International Workshop on Visible Light Communications Systems, VLCS@MobiCom 2015, Paris, France, September 11, 2015",http://doi.acm.org/10.1145/2801073
mobicom,conf/mobicom/2016,2016,ACM,"Proceedings of the 22nd Annual International Conference on Mobile Computing and Networking, MobiCom 2016, New York City, NY, USA, October 3-7, 2016",http://dl.acm.org/citation.cfm?id=2973750
mobicom,conf/mobicom/2016atc,2016,ACM,"Proceedings of the 5th Workshop on All Things Cellular - Operations, Applications and Challenges, ATC@MobiCom 2016, New York City, New York, USA, October 3-7, 2016",http://doi.acm.org/10.1145/2980055
mobicom,conf/mobicom/2016chants,2016,ACM,"Proceedings of the Eleventh ACM Workshop on Challenged Networks, CHANTS@MobiCom 2016, New York City, New York, USA, October 3-7, 2016",http://doi.acm.org/10.1145/2979683
mobicom,conf/mobicom/2016hotwireless,2016,ACM,"Proceedings of the 3rd Workshop on Hot Topics in Wireless, HotWireless@MobiCom 2016, New York City, New York, USA, October 3-7, 2016",http://doi.acm.org/10.1145/2980115
mobicom,conf/mobicom/2016wintech,2016,ACM,"Proceedings of the Tenth ACM International Workshop on Wireless Network Testbeds, Experimental Evaluation, and Characterization, WiNTECH@MobiCom 2016, New York City, New York, USA, October 3-7, 2016",http://doi.acm.org/10.1145/2980159
kdd,conf/kdd/1999pdm,2000,Springer,"Large-Scale Parallel Data Mining, Workshop on Large-Scale Parallel KDD Systems, SIGKDD, August 15, 1999, San Diego, CA, USA, revised papers",\N
kdd,conf/kdd/1999web,2000,Springer,"Web Usage Analysis and User Profiling, International WEBKDD'99 Workshop, San Diego, California, USA, August 15, 1999, Revised Papers",\N
kdd,conf/kdd/2000,2000,ACM,"Proceedings of the sixth ACM SIGKDD international conference on Knowledge discovery and data mining, Boston, MA, USA, August 20-23, 2000",http://dl.acm.org/citation.cfm?id=347090
kdd,conf/kdd/2000mdm,2000,University of Alberta,"Proceedings of the International Workshop on Multimedia Data Mining, MDM/KDD'2000, August 20th, 2000, Boston, MA, USA",\N
kdd,conf/kdd/2001,2001,ACM,"Proceedings of the seventh ACM SIGKDD international conference on Knowledge discovery and data mining, San Francisco, CA, USA, August 26-29, 2001",http://dl.acm.org/citation.cfm?id=502512
kdd,conf/kdd/2001mdm,2001,University of Alberta,"Proceedings of the Second International Workshop on Multimedia Data Mining, MDM/KDD'2001, August 26th, 2001, San Francisco, CA, USA",\N
kdd,conf/kdd/2001web,2002,Springer,"WEBKDD 2001 - Mining Web Log Data Across All Customers Touch Points, Third International Workshop, San Francisco, CA, USA, August 26, 2001, Revised Papers",\N
kdd,conf/kdd/2002,2002,ACM,"Proceedings of the Eighth ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, July 23-26, 2002, Edmonton, Alberta, Canada",\N
kdd,conf/kdd/2002bio,2002,\N,"Proceedings of the 2nd ACM SIGKDD Workshop on Data Mining in Bioinformatics (BIOKDD 2002), July 23rd, 2002, Edmonton, Alberta, Canada",\N
kdd,conf/kdd/2002mdm,2002,University of Alberta,"Proceedings of the Third International Workshop on Multimedia Data Mining, MDM/KDD'2002, July 23rd, 2002, Edmonton, Alberta, Canada",\N
kdd,conf/kdd/2002mdm-kdmcd,2003,Springer,"Mining Multimedia and Complex Data, KDD Workshop MDM/KDD 2002, PAKDD Workshop KDMCD 2002, Revised Papers",\N
kdd,conf/kdd/2002web,2003,Springer,"WEBKDD 2002 - MiningWeb Data for Discovering Usage Patterns and Profiles, 4th International Workshop, Edmonton, Canada, July 23, 2002, Revised Papers",\N
kdd,conf/kdd/2003,2003,ACM,"Proceedings of the Ninth ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, Washington, DC, USA, August 24 - 27, 2003",\N
kdd,conf/kdd/2003bio,2003,\N,"Proceedings of the 3nd ACM SIGKDD Workshop on Data Mining in Bioinformatics (BIOKDD 2003), August 27th, 2003, Washington, DC, USA",\N
kdd,conf/kdd/2004,2004,ACM,"Proceedings of the Tenth ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, Seattle, Washington, USA, August 22-25, 2004",\N
kdd,conf/kdd/2004bio,2004,\N,"Proceedings of the 4th ACM SIGKDD Workshop on Data Mining in Bioinformatics (BIOKDD 2004), August 22th, 2004, Seattle, Washington, USA",\N
kdd,conf/kdd/2004web,2006,Springer,"Advances in Web Mining and Web Usage Analysis, 6th International Workshop on Knowledge Discovery on the Web, WebKDD 2004, Seattle, WA, USA, August 22-25, 2004, Revised Selected Papers",\N
kdd,conf/kdd/2005,2005,ACM,"Proceedings of the Eleventh ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, Chicago, Illinois, USA, August 21-24, 2005",\N
kdd,conf/kdd/2005bio,2005,ACM,"Proceedings of the 5th international workshop on Bioinformatics, BIOKDD 2005, Chicago, Illinois, USA, August 21, 2005",http://doi.acm.org/10.1145/1134030
kdd,conf/kdd/2005link,2005,ACM,"Proceedings of the 3rd international workshop on Link discovery, LinkKDD 2005, Chicago, Illinois, USA, August 21-25, 2005",http://doi.acm.org/10.1145/1134271
kdd,conf/kdd/2005mdm,2005,ACM,"Proceedings of the 6th international workshop on Multimedia data mining - mining integrated media and complex data, MDM 2005, Chicago, Illinois, USA, August 21, 2005",http://doi.acm.org/10.1145/1133890
kdd,conf/kdd/2005web,2006,Springer,"Advances in Web Mining and Web Usage Analysis, 7th International Workshop on Knowledge Discovery on the Web, WebKDD 2005, Chicago, IL, USA, August 21, 2005. Revised Papers",\N
kdd,conf/kdd/2006,2006,ACM,"Proceedings of the Twelfth ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, Philadelphia, PA, USA, August 20-23, 2006",\N
kdd,conf/kdd/2006web,2007,Springer,"Advances in Web Mining and Web Usage Analysis, 8th International Workshop on Knowledge Discovery on the Web, WebKDD 2006, Philadelphia, PA, USA, August 20, 2006, Revised Papers",\N
kdd,conf/kdd/2007,2007,ACM,"Proceedings of the 13th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, San Jose, California, USA, August 12-15, 2007",\N
kdd,conf/kdd/2007pin,2008,Springer,"Privacy, Security, and Trust in KDD, First ACM SIGKDD International Workshop, PinKDD 2007, San Jose, CA, USA, August 12, 2007, Revised Selected Papers",\N
kdd,conf/kdd/2007web,2009,Springer,"Advances in Web Mining and Web Usage Analysis, 9th International Workshop on Knowledge Discovery on the Web, WebKDD 2007, and 1st International Workshop on Social Networks Analysis, SNA-KDD 2007, San Jose, CA, USA, August 12-15, 2007. Revised Papers",http://dx.doi.org/10.1007/978-3-642-00528-2
kdd,conf/kdd/2008,2008,ACM,"Proceedings of the 14th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, Las Vegas, Nevada, USA, August 24-27, 2008",\N
kdd,conf/kdd/2008pin,2009,Springer,"Privacy, Security, and Trust in KDD, Second ACM SIGKDD International Workshop, PinKDD 2008, Las Vegas, NV, USA, August 24, 2008, Revised Selected Papers",http://dx.doi.org/10.1007/978-3-642-01718-6
kdd,conf/kdd/2008sensor,2010,Springer,"Knowledge Discovery from Sensor Data, Second International Workshop, Sensor-KDD 2008, Las Vegas, NV, USA, August 24-27, 2008, Revised Selected Papers",http://dx.doi.org/10.1007/978-3-642-12519-5
kdd,conf/kdd/2008sna,2010,Springer,"Advances in Social Network Mining and Analysis, Second International Workshop, SNAKDD 2008, Las Vegas, NV, USA, August 24-27, 2008, Revised Selected Papers",http://dx.doi.org/10.1007/978-3-642-14929-0
kdd,conf/kdd/2009,2009,ACM,"Proceedings of the 15th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, Paris, France, June 28 - July 1, 2009",\N
kdd,conf/kdd/2009adkdd,2009,ACM,"Proceedings of the 3rd ACM SIGKDD Workshop on Data Mining and Audience Intelligence for Advertising, Paris, France, June 28, 2009",\N
kdd,conf/kdd/2009csi,2009,ACM,"Proceedings of the ACM SIGKDD Workshop on CyberSecurity and Intelligence Informatics, Paris, France, June 28, 2009",\N
kdd,conf/kdd/2009dmmt,2009,ACM,"Proceedings of the 2nd ACM SIGKDD Workshop on Data Mining using Matrices and Tensors, Paris, France, June 28, 2009",\N
kdd,conf/kdd/2009hcomp,2009,ACM,"Proceedings of the ACM SIGKDD Workshop on Human Computation, Paris, France, June 28, 2009",\N
kdd,conf/kdd/2009sensor,2009,ACM,"Proceedings of the Third International Workshop on Knowledge Discovery from Sensor Data, Paris, France, June 28, 2009",\N
kdd,conf/kdd/2009sna,2009,ACM,"Proceedings of the 3rd Workshop on Social Network Mining and Analysis, SNAKDD 2009, Paris, France, June 28, 2009",\N
kdd,conf/kdd/2009srb,2009,ACM,"Proceedings of the ACM SIGKDD Workshop on Statistical and Relational Learning in Bioinformatics, Paris, France, June 28, 2009",\N
kdd,conf/kdd/2009u,2009,ACM,"Proceedings of the 1st ACM SIGKDD Workshop on Knowledge Discovery from Uncertain Data, Paris, France, June 28, 2009",\N
kdd,conf/kdd/2009vakd,2009,ACM,"Proceedings of the ACM SIGKDD Workshop on Visual Analytics and Knowledge Discovery: Integrating Automated Analysis with Interactive Exploration, Paris, France, June 28, 2009",\N
kdd,conf/kdd/2010,2010,ACM,"Proceedings of the 16th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, Washington, DC, USA, July 25-28, 2010",\N
kdd,conf/kdd/2011,2011,ACM,"Proceedings of the 17th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, San Diego, CA, USA, August 21-24, 2011",\N
kdd,conf/kdd/2011bio,2011,ACM,"Proceedings of the Tenth International Workshop on Data Mining in Bioinformatics, BIOKDD '11, San Diego, California, USA, August 21, 2011",http://doi.acm.org/10.1145/2003351
kdd,conf/kdd/2012,2012,ACM,"The 18th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, KDD '12, Beijing, China, August 12-16, 2012",http://dl.acm.org/citation.cfm?id=2339530
kdd,conf/kdd/2012bigmine,2012,ACM,"Proceedings of the 1st International Workshop on Big Data, Streams and Heterogeneous Source Mining: Algorithms, Systems, Programming Models and Applications, BigMine 2012, Beijing, China, August 12, 2012",http://dl.acm.org/citation.cfm?id=2351316
kdd,conf/kdd/2012bio,2012,ACM,"Proceedings of the 11th International Workshop on Data Mining in Bioinformatics, BIOKDD 2012, Beijing, China, August 12, 2012",http://dl.acm.org/citation.cfm?id=2350176
kdd,conf/kdd/2012swmi,2012,ACM,"Proceedings of the First International KDD Workshop on Software Mining, SoftwareMining '12, Beijing, China, August 12, 2012",http://dl.acm.org/citation.cfm?id=2384416
kdd,conf/kdd/2012urbcomp,2012,ACM,"Proceedings of the ACM SIGKDD International Workshop on Urban Computing, UrbComp@KDD 2012, Beijing, China, August 12, 2012",http://doi.acm.org/10.1145/2346496
kdd,conf/kdd/2013,2013,ACM,"The 19th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, KDD 2013, Chicago, IL, USA, August 11-14, 2013",http://dl.acm.org/citation.cfm?id=2487575
kdd,conf/kdd/2013bigmine,2013,ACM,"Proceedings of the 2nd International Workshop on Big Data, Streams and Heterogeneous Source Mining: Algorithms, Systems, Programming Models and Applications, BigMine 2013, Chicago, IL, USA, August 11, 2013",http://dl.acm.org/citation.cfm?id=2501221
kdd,conf/kdd/2013bio,2013,ACM,"Proceedings of the 12th International Workshop on Data Mining in Bioinformatics, BioKDD 2013, Chicago, IL, USA, August 11, 2013",http://dl.acm.org/citation.cfm?id=2500863
kdd,conf/kdd/2013idea,2013,ACM,"Proceedings of the ACM SIGKDD Workshop on Interactive Data Exploration and Analytics, IDEA@KDD 2013, Chicago, Illinois, USA, August 11, 2013",http://doi.acm.org/10.1145/2501511
kdd,conf/kdd/2013kddcup,2013,ACM,"Proceedings of the 2013 KDD Cup 2013 Workshop, KDD Cup 2013, Chicago, Illinois, USA, August 11-14, 2013",http://doi.acm.org/10.1145/2517288
kdd,conf/kdd/2013mdm,2013,ACM,"Proceedings of the Thirteenth International Workshop on Multimedia Data Mining, MDMKDD 2013, Chicago, Illinois, USA, August 11, 2013",http://doi.acm.org/10.1145/2501217
kdd,conf/kdd/2013sna,2013,ACM,"Proceedings of the 7th Workshop on Social Network Mining and Analysis, SNAKDD 2013, Chicago, IL, USA, August 11, 2013",http://dl.acm.org/citation.cfm?id=2501025
kdd,conf/kdd/2013urbcomp,2013,ACM,"Proceedings of the 2nd ACM SIGKDD International Workshop on Urban Computing, UrbComp@KDD 2013, Chicago, Illinois, USA, August 11, 2013",http://doi.acm.org/10.1145/2505821
kdd,conf/kdd/2013wisdom,2013,ACM,"Proceedings of the Second International Workshop on Issues of Sentiment Discovery and Opinion Mining, WISDOM 2013, Chicago, IL, USA, August 11, 2013",http://dl.acm.org/citation.cfm?id=2502069
kdd,conf/kdd/2014,2014,ACM,"The 20th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, KDD '14, New York, NY, USA - August 24 - 27, 2014",http://dl.acm.org/citation.cfm?id=2623330
kdd,conf/kdd/2014adkdd,2014,ACM,"Proceedings of the Eighth International Workshop on Data Mining for Online Advertising, ADKDD 2014, August 24, 2014, New York City, New York, USA",http://dl.acm.org/citation.cfm?id=2648584
kdd,conf/kdd/2014bigmine,2014,JMLR.org,"Proceedings of the 3rd International Workshop on Big Data, Streams and Heterogeneous Source Mining: Algorithms, Systems, Programming Models and Applications, BigMine 2014, New York City, USA, August 24, 2014",http://jmlr.org/proceedings/papers/v36/
kdd,conf/kdd/2014sna,2014,ACM,"Proceedings of the 8th Workshop on Social Network Mining and Analysis, New York, NY, USA, August 24, 2014",http://dl.acm.org/citation.cfm?id=2659480
kdd,conf/kdd/2015,2015,ACM,"Proceedings of the 21th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, Sydney, NSW, Australia, August 10-13, 2015",http://dl.acm.org/citation.cfm?id=2783258
kdd,conf/kdd/2015bigmine,2015,JMLR.org,"Proceedings of the 4th International Workshop on Big Data, Streams and Heterogeneous Source Mining: Algorithms, Systems, Programming Models and Applications, BigMine 2015, Sydney, Australia, August 10, 2015",http://jmlr.org/proceedings/papers/v41/
kdd,conf/kdd/2016,2016,ACM,"Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, San Francisco, CA, USA, August 13-17, 2016",http://doi.acm.org/10.1145/2939672
