global_key,year,publisher,unique_global_key,count
swat,2012,Springer,,
swat,2014,Springer,,
swat,2016,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,,
uist,2000,ACM,,
uist,2001,ACM,,
uist,2002,ACM,,
uist,2003,ACM,,
uist,2004,ACM,,
uist,2005,ACM,,
uist,2006,ACM,,
uist,2007,ACM,,
uist,2008,ACM,,
uist,2009,ACM,,
uist,2010,ACM,,
uist,2010,ACM,,
uist,2011,ACM,,
uist,2011,ACM,,
uist,2012,ACM,,
uist,2012,ACM,,
uist,2013,ACM,,
uist,2013,ACM,,
uist,2014,ACM,,
uist,2014,ACM,,
uist,2015,ACM,,
uist,2015,ACM,,
uist,2016,ACM,,
uist,2016,ACM,,
vldb,2000,Morgan Kaufmann,,
vldb,2001,Morgan Kaufmann,,
vldb,2002,Morgan Kaufmann,,
vldb,2003,CEUR-WS.org,,
vldb,2004,Morgan Kaufmann,,
vldb,2005,ACM,,
vldb,2006,ACM,,
vldb,2007,ACM,,
vldb,2009,VLDB Endowment,,
vldb,2010,\N,,
vldb,2011,\N,,
vldb,2012,\N,,
vldb,2012,ACM,,
vldb,2013,\N,,
vldb,2013,CEUR-WS.org,,
vldb,2013,ACM,,
vldb,2013,\N,,
vldb,2013,ACM,,
vldb,2014,\N,,
vldb,2014,Springer,,
vldb,2014,ACM,,
vldb,2014,\N,,
vldb,2015,Springer,,
vldb,2015,\N,,
vldb,2016,Springer,,
vldb,2015,ACM,,
vldb,2016,CEUR-WS.org,,
wads,2001,Springer,,
wads,2003,Springer,,
wads,2005,Springer,,
wads,2007,Springer,,
wads,2009,Springer,,
wads,2011,Springer,,
wads,2013,Springer,,
wads,2015,Springer,,
wcre,2000,IEEE Computer Society,,
wcre,2001,IEEE Computer Society,,
wcre,2002,IEEE Computer Society,,
wcre,2003,IEEE Computer Society,,
wcre,2004,IEEE Computer Society,,
wcre,2005,IEEE Computer Society,,
wcre,2006,IEEE Computer Society,,
wcre,2007,IEEE Computer Society,,
wcre,2008,IEEE Computer Society,,
wcre,2009,IEEE Computer Society,,
wcre,2010,IEEE Computer Society,,
wcre,2011,IEEE Computer Society,,
wcre,2012,IEEE Computer Society,,
wcre,2013,IEEE Computer Society,,
wcre,2015,IEEE Computer Society,,
wcre,2015,IEEE Computer Society,,
wcre,2015,IEEE Computer Society,,
wcre,2016,IEEE Computer Society,,
wcre,2016,IEEE Computer Society,,
wdag,2000,Springer,,
wdag,2001,Springer,,
wdag,2002,Springer,,
wdag,2003,Springer,,
wdag,2004,Springer,,
wdag,2005,Springer,,
wdag,2006,Springer,,
wdag,2007,Springer,,
wdag,2008,Springer,,
wdag,2009,Springer,,
wdag,2010,Springer,,
wdag,2011,Springer,,
wdag,2012,Springer,,
wdag,2013,Springer,,
wdag,2014,Springer,,
wdag,2015,Springer,,
wdag,2016,Springer,,
widm,2001,ACM,,
widm,2002,ACM,,
widm,2003,ACM,,
widm,2004,ACM,,
widm,2005,ACM,,
widm,2006,ACM,,
widm,2007,ACM,,
widm,2008,ACM,,
widm,2009,ACM,,
widm,2012,ACM,,
www,2001,ACM,,
www,2001,\N,,
www,2002,ACM,,
www,2003,ACM,,
www,2003,\N,,
www,2003,\N,,
www,2004,ACM,,
www,2004,ACM,,
www,2004,CEUR-WS.org,,
www,2005,ACM,,
www,2005,ACM,,
www,2006,ACM,,
www,2007,ACM,,
www,2007,CEUR-WS.org,,
www,2008,ACM,,
www,2008,ACM,,
www,2008,ACM,,
www,2008,CEUR-WS.org,,
www,2008,CEUR-WS.org,,
www,2009,Springer,,
www,2009,ACM,,
www,2009,CEUR-WS.org,,
www,2009,ACM,,
www,2010,ACM,,
www,2010,CEUR-WS.org,,
www,2010,CEUR-WS.org,,
www,2010,ACM,,
www,2011,ACM,,
www,2011,ACM,,
www,2011,CEUR-WS.org,,
www,2012,ACM,,
www,2012,ACM,,
www,2012,CEUR-WS.org,,
www,2012,CEUR-WS.org,,
www,2012,CEUR-WS.org,,
www,2012,ACM,,
www,2012,ACM,,
www,2013,International World Wide Web Conferences Steering Committee / ACM,,
www,2013,International World Wide Web Conferences Steering Committee / ACM,,
www,2013,CEUR-WS.org,,
www,2014,ACM,,
www,2014,ACM,,
www,2014,CEUR-WS.org,,
www,2014,CEUR-WS.org,,
www,2015,ACM,,
www,2015,ACM,,
www,2015,CEUR-WS.org,,
www,2016,ACM,,
www,2016,ACM,,
www,2016,CEUR-WS.org,,
